[%];[m/h];[m/h];[m/h];[m/h];[m/h];[m/h];[m/h];[m/h]
SLOPE;VMH200;VMH150;VMH125;VMH100;VMH075;VMH050;VMH030;VMH010
2952;453.94;340.45;283.71;226.97;170.23;113.48;68.09;22.7
2953;454.02;340.51;283.76;227.01;170.26;113.5;68.1;22.7
2954;454.09;340.57;283.81;227.05;170.28;113.52;68.11;22.7
2955;454.17;340.63;283.86;227.08;170.31;113.54;68.13;22.71
2956;454.25;340.68;283.9;227.12;170.34;113.56;68.14;22.71
2957;454.32;340.74;283.95;227.16;170.37;113.58;68.15;22.72
2958;454.4;340.8;284;227.2;170.4;113.6;68.16;22.72
2959;454.48;340.86;284.05;227.24;170.43;113.62;68.17;22.72
2960;454.55;340.92;284.1;227.28;170.46;113.64;68.18;22.73
2961;454.63;340.97;284.14;227.32;170.49;113.66;68.19;22.73
2962;454.71;341.03;284.19;227.35;170.52;113.68;68.21;22.74
2963;454.78;341.09;284.24;227.39;170.54;113.7;68.22;22.74
2964;454.86;341.15;284.29;227.43;170.57;113.72;68.23;22.74
2965;454.94;341.2;284.34;227.47;170.6;113.73;68.24;22.75
2966;455.01;341.26;284.38;227.51;170.63;113.75;68.25;22.75
2967;455.09;341.32;284.43;227.55;170.66;113.77;68.26;22.75
2968;455.17;341.38;284.48;227.58;170.69;113.79;68.28;22.76
2969;455.24;341.43;284.53;227.62;170.72;113.81;68.29;22.76
2970;455.32;341.49;284.58;227.66;170.75;113.83;68.3;22.77
2971;455.4;341.55;284.62;227.7;170.77;113.85;68.31;22.77
2972;455.47;341.61;284.67;227.74;170.8;113.87;68.32;22.77
2973;455.55;341.66;284.72;227.78;170.83;113.89;68.33;22.78
2974;455.63;341.72;284.77;227.81;170.86;113.91;68.34;22.78
2975;455.7;341.78;284.81;227.85;170.89;113.93;68.36;22.79
2976;455.78;341.84;284.86;227.89;170.92;113.95;68.37;22.79
2977;455.86;341.89;284.91;227.93;170.95;113.96;68.38;22.79
2978;455.93;341.95;284.96;227.97;170.98;113.98;68.39;22.8
2979;456.01;342.01;285.01;228.01;171;114;68.4;22.8
2980;456.09;342.06;285.05;228.04;171.03;114.02;68.41;22.8
2981;456.16;342.12;285.1;228.08;171.06;114.04;68.42;22.81
2982;456.24;342.18;285.15;228.12;171.09;114.06;68.44;22.81
2983;456.32;342.24;285.2;228.16;171.12;114.08;68.45;22.82
2984;456.39;342.29;285.25;228.2;171.15;114.1;68.46;22.82
2985;456.47;342.35;285.29;228.23;171.18;114.12;68.47;22.82
2986;456.55;342.41;285.34;228.27;171.2;114.14;68.48;22.83
2987;456.62;342.47;285.39;228.31;171.23;114.16;68.49;22.83
2988;456.7;342.52;285.44;228.35;171.26;114.17;68.5;22.83
2989;456.77;342.58;285.48;228.39;171.29;114.19;68.52;22.84
2990;456.85;342.64;285.53;228.43;171.32;114.21;68.53;22.84
2991;456.93;342.7;285.58;228.46;171.35;114.23;68.54;22.85
2992;457;342.75;285.63;228.5;171.38;114.25;68.55;22.85
2993;457.08;342.81;285.68;228.54;171.41;114.27;68.56;22.85
2994;457.16;342.87;285.72;228.58;171.43;114.29;68.57;22.86
2995;457.23;342.92;285.77;228.62;171.46;114.31;68.58;22.86
2996;457.31;342.98;285.82;228.65;171.49;114.33;68.6;22.87
2997;457.39;343.04;285.87;228.69;171.52;114.35;68.61;22.87
2998;457.46;343.1;285.91;228.73;171.55;114.37;68.62;22.87
2999;457.54;343.15;285.96;228.77;171.58;114.38;68.63;22.88
3000;457.61;343.21;286.01;228.81;171.61;114.4;68.64;22.88
3001;457.69;343.27;286.06;228.85;171.63;114.42;68.65;22.88
3002;457.77;343.33;286.1;228.88;171.66;114.44;68.67;22.89
3003;457.84;343.38;286.15;228.92;171.69;114.46;68.68;22.89
3004;457.92;343.44;286.2;228.96;171.72;114.48;68.69;22.9
3005;458;343.5;286.25;229;171.75;114.5;68.7;22.9
3006;458.07;343.55;286.29;229.04;171.78;114.52;68.71;22.9
3007;458.15;343.61;286.34;229.07;171.81;114.54;68.72;22.91
3008;458.22;343.67;286.39;229.11;171.83;114.56;68.73;22.91
3009;458.3;343.73;286.44;229.15;171.86;114.58;68.75;22.92
3010;458.38;343.78;286.49;229.19;171.89;114.59;68.76;22.92
3011;458.45;343.84;286.53;229.23;171.92;114.61;68.77;22.92
3012;458.53;343.9;286.58;229.26;171.95;114.63;68.78;22.93
3013;458.6;343.95;286.63;229.3;171.98;114.65;68.79;22.93
3014;458.68;344.01;286.68;229.34;172.01;114.67;68.8;22.93
3015;458.76;344.07;286.72;229.38;172.03;114.69;68.81;22.94
3016;458.83;344.12;286.77;229.42;172.06;114.71;68.82;22.94
3017;458.91;344.18;286.82;229.45;172.09;114.73;68.84;22.95
3018;458.99;344.24;286.87;229.49;172.12;114.75;68.85;22.95
3019;459.06;344.3;286.91;229.53;172.15;114.77;68.86;22.95
3020;459.14;344.35;286.96;229.57;172.18;114.78;68.87;22.96
3021;459.21;344.41;287.01;229.61;172.21;114.8;68.88;22.96
3022;459.29;344.47;287.06;229.64;172.23;114.82;68.89;22.96
3023;459.37;344.52;287.1;229.68;172.26;114.84;68.9;22.97
3024;459.44;344.58;287.15;229.72;172.29;114.86;68.92;22.97
3025;459.52;344.64;287.2;229.76;172.32;114.88;68.93;22.98
3026;459.59;344.69;287.25;229.8;172.35;114.9;68.94;22.98
3027;459.67;344.75;287.29;229.83;172.38;114.92;68.95;22.98
3028;459.75;344.81;287.34;229.87;172.4;114.94;68.96;22.99
3029;459.82;344.87;287.39;229.91;172.43;114.96;68.97;22.99
3030;459.9;344.92;287.44;229.95;172.46;114.97;68.98;22.99
3031;459.97;344.98;287.48;229.99;172.49;114.99;69;23
3032;460.05;345.04;287.53;230.02;172.52;115.01;69.01;23
3033;460.12;345.09;287.58;230.06;172.55;115.03;69.02;23.01
3034;460.2;345.15;287.63;230.1;172.58;115.05;69.03;23.01
3035;460.28;345.21;287.67;230.14;172.6;115.07;69.04;23.01
3036;460.35;345.26;287.72;230.18;172.63;115.09;69.05;23.02
3037;460.43;345.32;287.77;230.21;172.66;115.11;69.06;23.02
3038;460.5;345.38;287.81;230.25;172.69;115.13;69.08;23.03
3039;460.58;345.43;287.86;230.29;172.72;115.14;69.09;23.03
3040;460.66;345.49;287.91;230.33;172.75;115.16;69.1;23.03
3041;460.73;345.55;287.96;230.37;172.77;115.18;69.11;23.04
3042;460.81;345.61;288;230.4;172.8;115.2;69.12;23.04
3043;460.88;345.66;288.05;230.44;172.83;115.22;69.13;23.04
3044;460.96;345.72;288.1;230.48;172.86;115.24;69.14;23.05
3045;461.03;345.78;288.15;230.52;172.89;115.26;69.16;23.05
3046;461.11;345.83;288.19;230.55;172.92;115.28;69.17;23.06
3047;461.19;345.89;288.24;230.59;172.94;115.3;69.18;23.06
3048;461.26;345.95;288.29;230.63;172.97;115.32;69.19;23.06
3049;461.34;346;288.34;230.67;173;115.33;69.2;23.07
3050;461.41;346.06;288.38;230.71;173.03;115.35;69.21;23.07
3051;461.49;346.12;288.43;230.74;173.06;115.37;69.22;23.07
3052;461.56;346.17;288.48;230.78;173.09;115.39;69.23;23.08
3053;461.64;346.23;288.52;230.82;173.11;115.41;69.25;23.08
3054;461.71;346.29;288.57;230.86;173.14;115.43;69.26;23.09
3055;461.79;346.34;288.62;230.9;173.17;115.45;69.27;23.09
3056;461.87;346.4;288.67;230.93;173.2;115.47;69.28;23.09
3057;461.94;346.46;288.71;230.97;173.23;115.49;69.29;23.1
3058;462.02;346.51;288.76;231.01;173.26;115.5;69.3;23.1
3059;462.09;346.57;288.81;231.05;173.28;115.52;69.31;23.1
3060;462.17;346.63;288.86;231.08;173.31;115.54;69.33;23.11
3061;462.24;346.68;288.9;231.12;173.34;115.56;69.34;23.11
3062;462.32;346.74;288.95;231.16;173.37;115.58;69.35;23.12
3063;462.39;346.8;289;231.2;173.4;115.6;69.36;23.12
3064;462.47;346.85;289.04;231.23;173.43;115.62;69.37;23.12
3065;462.55;346.91;289.09;231.27;173.45;115.64;69.38;23.13
3066;462.62;346.97;289.14;231.31;173.48;115.66;69.39;23.13
3067;462.7;347.02;289.19;231.35;173.51;115.67;69.4;23.13
3068;462.77;347.08;289.23;231.39;173.54;115.69;69.42;23.14
3069;462.85;347.14;289.28;231.42;173.57;115.71;69.43;23.14
3070;462.92;347.19;289.33;231.46;173.6;115.73;69.44;23.15
3071;463;347.25;289.37;231.5;173.62;115.75;69.45;23.15
3072;463.07;347.31;289.42;231.54;173.65;115.77;69.46;23.15
3073;463.15;347.36;289.47;231.57;173.68;115.79;69.47;23.16
3074;463.22;347.42;289.52;231.61;173.71;115.81;69.48;23.16
3075;463.3;347.47;289.56;231.65;173.74;115.82;69.49;23.16
3076;463.37;347.53;289.61;231.69;173.77;115.84;69.51;23.17
3077;463.45;347.59;289.66;231.73;173.79;115.86;69.52;23.17
3078;463.53;347.64;289.7;231.76;173.82;115.88;69.53;23.18
3079;463.6;347.7;289.75;231.8;173.85;115.9;69.54;23.18
3080;463.68;347.76;289.8;231.84;173.88;115.92;69.55;23.18
3081;463.75;347.81;289.84;231.88;173.91;115.94;69.56;23.19
3082;463.83;347.87;289.89;231.91;173.93;115.96;69.57;23.19
3083;463.9;347.93;289.94;231.95;173.96;115.98;69.59;23.2
3084;463.98;347.98;289.99;231.99;173.99;115.99;69.6;23.2
3085;464.05;348.04;290.03;232.03;174.02;116.01;69.61;23.2
3086;464.13;348.1;290.08;232.06;174.05;116.03;69.62;23.21
3087;464.2;348.15;290.13;232.1;174.08;116.05;69.63;23.21
3088;464.28;348.21;290.17;232.14;174.1;116.07;69.64;23.21
3089;464.35;348.26;290.22;232.18;174.13;116.09;69.65;23.22
3090;464.43;348.32;290.27;232.21;174.16;116.11;69.66;23.22
3091;464.5;348.38;290.31;232.25;174.19;116.13;69.68;23.23
3092;464.58;348.43;290.36;232.29;174.22;116.14;69.69;23.23
3093;464.65;348.49;290.41;232.33;174.25;116.16;69.7;23.23
3094;464.73;348.55;290.46;232.36;174.27;116.18;69.71;23.24
3095;464.8;348.6;290.5;232.4;174.3;116.2;69.72;23.24
3096;464.88;348.66;290.55;232.44;174.33;116.22;69.73;23.24
3097;464.95;348.72;290.6;232.48;174.36;116.24;69.74;23.25
3098;465.03;348.77;290.64;232.51;174.39;116.26;69.75;23.25
3099;465.1;348.83;290.69;232.55;174.41;116.28;69.77;23.26
3100;465.18;348.88;290.74;232.59;174.44;116.29;69.78;23.26
3101;465.25;348.94;290.78;232.63;174.47;116.31;69.79;23.26
3102;465.33;349;290.83;232.66;174.5;116.33;69.8;23.27
3103;465.4;349.05;290.88;232.7;174.53;116.35;69.81;23.27
3104;465.48;349.11;290.92;232.74;174.55;116.37;69.82;23.27
3105;465.55;349.17;290.97;232.78;174.58;116.39;69.83;23.28
3106;465.63;349.22;291.02;232.81;174.61;116.41;69.84;23.28
3107;465.7;349.28;291.06;232.85;174.64;116.43;69.86;23.29
3108;465.78;349.33;291.11;232.89;174.67;116.44;69.87;23.29
3109;465.85;349.39;291.16;232.93;174.7;116.46;69.88;23.29
3110;465.93;349.45;291.21;232.96;174.72;116.48;69.89;23.3
3111;466;349.5;291.25;233;174.75;116.5;69.9;23.3
3112;466.08;349.56;291.3;233.04;174.78;116.52;69.91;23.3
3113;466.15;349.61;291.35;233.08;174.81;116.54;69.92;23.31
3114;466.23;349.67;291.39;233.11;174.84;116.56;69.93;23.31
3115;466.3;349.73;291.44;233.15;174.86;116.58;69.95;23.32
3116;466.38;349.78;291.49;233.19;174.89;116.59;69.96;23.32
3117;466.45;349.84;291.53;233.23;174.92;116.61;69.97;23.32
3118;466.53;349.9;291.58;233.26;174.95;116.63;69.98;23.33
3119;466.6;349.95;291.63;233.3;174.98;116.65;69.99;23.33
3120;466.68;350.01;291.67;233.34;175;116.67;70;23.33
3121;466.75;350.06;291.72;233.38;175.03;116.69;70.01;23.34
3122;466.83;350.12;291.77;233.41;175.06;116.71;70.02;23.34
3123;466.9;350.18;291.81;233.45;175.09;116.73;70.04;23.35
3124;466.98;350.23;291.86;233.49;175.12;116.74;70.05;23.35
3125;467.05;350.29;291.91;233.53;175.14;116.76;70.06;23.35
3126;467.13;350.34;291.95;233.56;175.17;116.78;70.07;23.36
3127;467.2;350.4;292;233.6;175.2;116.8;70.08;23.36
3128;467.27;350.46;292.05;233.64;175.23;116.82;70.09;23.36
3129;467.35;350.51;292.09;233.67;175.26;116.84;70.1;23.37
3130;467.42;350.57;292.14;233.71;175.28;116.86;70.11;23.37
3131;467.5;350.62;292.19;233.75;175.31;116.87;70.12;23.37
3132;467.57;350.68;292.23;233.79;175.34;116.89;70.14;23.38
3133;467.65;350.74;292.28;233.82;175.37;116.91;70.15;23.38
3134;467.72;350.79;292.33;233.86;175.4;116.93;70.16;23.39
3135;467.8;350.85;292.37;233.9;175.42;116.95;70.17;23.39
3136;467.87;350.9;292.42;233.94;175.45;116.97;70.18;23.39
3137;467.95;350.96;292.47;233.97;175.48;116.99;70.19;23.4
3138;468.02;351.02;292.51;234.01;175.51;117.01;70.2;23.4
3139;468.1;351.07;292.56;234.05;175.54;117.02;70.21;23.4
3140;468.17;351.13;292.61;234.09;175.56;117.04;70.23;23.41
3141;468.24;351.18;292.65;234.12;175.59;117.06;70.24;23.41
3142;468.32;351.24;292.7;234.16;175.62;117.08;70.25;23.42
3143;468.39;351.3;292.75;234.2;175.65;117.1;70.26;23.42
3144;468.47;351.35;292.79;234.23;175.68;117.12;70.27;23.42
3145;468.54;351.41;292.84;234.27;175.7;117.14;70.28;23.43
3146;468.62;351.46;292.89;234.31;175.73;117.15;70.29;23.43
3147;468.69;351.52;292.93;234.35;175.76;117.17;70.3;23.43
3148;468.77;351.57;292.98;234.38;175.79;117.19;70.31;23.44
3149;468.84;351.63;293.03;234.42;175.82;117.21;70.33;23.44
3150;468.92;351.69;293.07;234.46;175.84;117.23;70.34;23.45
3151;468.99;351.74;293.12;234.49;175.87;117.25;70.35;23.45
3152;469.06;351.8;293.17;234.53;175.9;117.27;70.36;23.45
3153;469.14;351.85;293.21;234.57;175.93;117.28;70.37;23.46
3154;469.21;351.91;293.26;234.61;175.95;117.3;70.38;23.46
3155;469.29;351.97;293.3;234.64;175.98;117.32;70.39;23.46
3156;469.36;352.02;293.35;234.68;176.01;117.34;70.4;23.47
3157;469.44;352.08;293.4;234.72;176.04;117.36;70.42;23.47
3158;469.51;352.13;293.44;234.76;176.07;117.38;70.43;23.48
3159;469.58;352.19;293.49;234.79;176.09;117.4;70.44;23.48
3160;469.66;352.24;293.54;234.83;176.12;117.41;70.45;23.48
3161;469.73;352.3;293.58;234.87;176.15;117.43;70.46;23.49
3162;469.81;352.36;293.63;234.9;176.18;117.45;70.47;23.49
3163;469.88;352.41;293.68;234.94;176.21;117.47;70.48;23.49
3164;469.96;352.47;293.72;234.98;176.23;117.49;70.49;23.5
3165;470.03;352.52;293.77;235.02;176.26;117.51;70.5;23.5
3166;470.1;352.58;293.82;235.05;176.29;117.53;70.52;23.51
3167;470.18;352.63;293.86;235.09;176.32;117.54;70.53;23.51
3168;470.25;352.69;293.91;235.13;176.34;117.56;70.54;23.51
3169;470.33;352.75;293.95;235.16;176.37;117.58;70.55;23.52
3170;470.4;352.8;294;235.2;176.4;117.6;70.56;23.52
3171;470.48;352.86;294.05;235.24;176.43;117.62;70.57;23.52
3172;470.55;352.91;294.09;235.27;176.46;117.64;70.58;23.53
3173;470.62;352.97;294.14;235.31;176.48;117.66;70.59;23.53
3174;470.7;353.02;294.19;235.35;176.51;117.67;70.6;23.53
3175;470.77;353.08;294.23;235.39;176.54;117.69;70.62;23.54
3176;470.85;353.13;294.28;235.42;176.57;117.71;70.63;23.54
3177;470.92;353.19;294.33;235.46;176.6;117.73;70.64;23.55
3178;470.99;353.25;294.37;235.5;176.62;117.75;70.65;23.55
3179;471.07;353.3;294.42;235.53;176.65;117.77;70.66;23.55
3180;471.14;353.36;294.46;235.57;176.68;117.79;70.67;23.56
3181;471.22;353.41;294.51;235.61;176.71;117.8;70.68;23.56
3182;471.29;353.47;294.56;235.65;176.73;117.82;70.69;23.56
3183;471.37;353.52;294.6;235.68;176.76;117.84;70.7;23.57
3184;471.44;353.58;294.65;235.72;176.79;117.86;70.72;23.57
3185;471.51;353.63;294.7;235.76;176.82;117.88;70.73;23.58
3186;471.59;353.69;294.74;235.79;176.85;117.9;70.74;23.58
3187;471.66;353.75;294.79;235.83;176.87;117.92;70.75;23.58
3188;471.74;353.8;294.83;235.87;176.9;117.93;70.76;23.59
3189;471.81;353.86;294.88;235.9;176.93;117.95;70.77;23.59
3190;471.88;353.91;294.93;235.94;176.96;117.97;70.78;23.59
3191;471.96;353.97;294.97;235.98;176.98;117.99;70.79;23.6
3192;472.03;354.02;295.02;236.02;177.01;118.01;70.8;23.6
3193;472.11;354.08;295.07;236.05;177.04;118.03;70.82;23.61
3194;472.18;354.13;295.11;236.09;177.07;118.04;70.83;23.61
3195;472.25;354.19;295.16;236.13;177.09;118.06;70.84;23.61
3196;472.33;354.25;295.2;236.16;177.12;118.08;70.85;23.62
3197;472.4;354.3;295.25;236.2;177.15;118.1;70.86;23.62
3198;472.47;354.36;295.3;236.24;177.18;118.12;70.87;23.62
3199;472.55;354.41;295.34;236.27;177.21;118.14;70.88;23.63
3200;472.62;354.47;295.39;236.31;177.23;118.16;70.89;23.63
3201;472.7;354.52;295.44;236.35;177.26;118.17;70.9;23.63
3202;472.77;354.58;295.48;236.38;177.29;118.19;70.92;23.64
3203;472.84;354.63;295.53;236.42;177.32;118.21;70.93;23.64
3204;472.92;354.69;295.57;236.46;177.34;118.23;70.94;23.65
3205;472.99;354.74;295.62;236.5;177.37;118.25;70.95;23.65
3206;473.07;354.8;295.67;236.53;177.4;118.27;70.96;23.65
3207;473.14;354.85;295.71;236.57;177.43;118.28;70.97;23.66
3208;473.21;354.91;295.76;236.61;177.45;118.3;70.98;23.66
3209;473.29;354.96;295.8;236.64;177.48;118.32;70.99;23.66
3210;473.36;355.02;295.85;236.68;177.51;118.34;71;23.67
3211;473.43;355.08;295.9;236.72;177.54;118.36;71.02;23.67
3212;473.51;355.13;295.94;236.75;177.57;118.38;71.03;23.68
3213;473.58;355.19;295.99;236.79;177.59;118.4;71.04;23.68
3214;473.65;355.24;296.03;236.83;177.62;118.41;71.05;23.68
3215;473.73;355.3;296.08;236.86;177.65;118.43;71.06;23.69
3216;473.8;355.35;296.13;236.9;177.68;118.45;71.07;23.69
3217;473.88;355.41;296.17;236.94;177.7;118.47;71.08;23.69
3218;473.95;355.46;296.22;236.97;177.73;118.49;71.09;23.7
3219;474.02;355.52;296.26;237.01;177.76;118.51;71.1;23.7
3220;474.1;355.57;296.31;237.05;177.79;118.52;71.11;23.7
3221;474.17;355.63;296.36;237.09;177.81;118.54;71.13;23.71
3222;474.24;355.68;296.4;237.12;177.84;118.56;71.14;23.71
3223;474.32;355.74;296.45;237.16;177.87;118.58;71.15;23.72
3224;474.39;355.79;296.49;237.2;177.9;118.6;71.16;23.72
3225;474.46;355.85;296.54;237.23;177.92;118.62;71.17;23.72
3226;474.54;355.9;296.59;237.27;177.95;118.63;71.18;23.73
3227;474.61;355.96;296.63;237.31;177.98;118.65;71.19;23.73
3228;474.69;356.01;296.68;237.34;178.01;118.67;71.2;23.73
3229;474.76;356.07;296.72;237.38;178.03;118.69;71.21;23.74
3230;474.83;356.12;296.77;237.42;178.06;118.71;71.22;23.74
3231;474.91;356.18;296.82;237.45;178.09;118.73;71.24;23.75
3232;474.98;356.23;296.86;237.49;178.12;118.74;71.25;23.75
3233;475.05;356.29;296.91;237.53;178.14;118.76;71.26;23.75
3234;475.13;356.34;296.95;237.56;178.17;118.78;71.27;23.76
3235;475.2;356.4;297;237.6;178.2;118.8;71.28;23.76
3236;475.27;356.45;297.05;237.64;178.23;118.82;71.29;23.76
3237;475.35;356.51;297.09;237.67;178.26;118.84;71.3;23.77
3238;475.42;356.57;297.14;237.71;178.28;118.86;71.31;23.77
3239;475.49;356.62;297.18;237.75;178.31;118.87;71.32;23.77
3240;475.57;356.68;297.23;237.78;178.34;118.89;71.34;23.78
3241;475.64;356.73;297.28;237.82;178.37;118.91;71.35;23.78
3242;475.71;356.79;297.32;237.86;178.39;118.93;71.36;23.79
3243;475.79;356.84;297.37;237.89;178.42;118.95;71.37;23.79
3244;475.86;356.9;297.41;237.93;178.45;118.97;71.38;23.79
3245;475.93;356.95;297.46;237.97;178.48;118.98;71.39;23.8
3246;476.01;357.01;297.5;238;178.5;119;71.4;23.8
3247;476.08;357.06;297.55;238.04;178.53;119.02;71.41;23.8
3248;476.15;357.12;297.6;238.08;178.56;119.04;71.42;23.81
3249;476.23;357.17;297.64;238.11;178.59;119.06;71.43;23.81
3250;476.3;357.23;297.69;238.15;178.61;119.08;71.45;23.82
3251;476.37;357.28;297.73;238.19;178.64;119.09;71.46;23.82
3252;476.45;357.34;297.78;238.22;178.67;119.11;71.47;23.82
3253;476.52;357.39;297.83;238.26;178.7;119.13;71.48;23.83
3254;476.59;357.44;297.87;238.3;178.72;119.15;71.49;23.83
3255;476.67;357.5;297.92;238.33;178.75;119.17;71.5;23.83
3256;476.74;357.55;297.96;238.37;178.78;119.18;71.51;23.84
3257;476.81;357.61;298.01;238.41;178.8;119.2;71.52;23.84
3258;476.89;357.66;298.05;238.44;178.83;119.22;71.53;23.84
3259;476.96;357.72;298.1;238.48;178.86;119.24;71.54;23.85
3260;477.03;357.77;298.15;238.52;178.89;119.26;71.55;23.85
3261;477.11;357.83;298.19;238.55;178.91;119.28;71.57;23.86
3262;477.18;357.88;298.24;238.59;178.94;119.29;71.58;23.86
3263;477.25;357.94;298.28;238.63;178.97;119.31;71.59;23.86
3264;477.33;357.99;298.33;238.66;179;119.33;71.6;23.87
3265;477.4;358.05;298.37;238.7;179.02;119.35;71.61;23.87
3266;477.47;358.1;298.42;238.74;179.05;119.37;71.62;23.87
3267;477.54;358.16;298.47;238.77;179.08;119.39;71.63;23.88
3268;477.62;358.21;298.51;238.81;179.11;119.4;71.64;23.88
3269;477.69;358.27;298.56;238.85;179.13;119.42;71.65;23.88
3270;477.76;358.32;298.6;238.88;179.16;119.44;71.66;23.89
3271;477.84;358.38;298.65;238.92;179.19;119.46;71.68;23.89
3272;477.91;358.43;298.69;238.95;179.22;119.48;71.69;23.9
3273;477.98;358.49;298.74;238.99;179.24;119.5;71.7;23.9
3274;478.06;358.54;298.78;239.03;179.27;119.51;71.71;23.9
3275;478.13;358.6;298.83;239.06;179.3;119.53;71.72;23.91
3276;478.2;358.65;298.88;239.1;179.33;119.55;71.73;23.91
3277;478.27;358.71;298.92;239.14;179.35;119.57;71.74;23.91
3278;478.35;358.76;298.97;239.17;179.38;119.59;71.75;23.92
3279;478.42;358.82;299.01;239.21;179.41;119.61;71.76;23.92
3280;478.49;358.87;299.06;239.25;179.44;119.62;71.77;23.92
3281;478.57;358.92;299.1;239.28;179.46;119.64;71.78;23.93
3282;478.64;358.98;299.15;239.32;179.49;119.66;71.8;23.93
3283;478.71;359.03;299.2;239.36;179.52;119.68;71.81;23.94
3284;478.79;359.09;299.24;239.39;179.54;119.7;71.82;23.94
3285;478.86;359.14;299.29;239.43;179.57;119.71;71.83;23.94
3286;478.93;359.2;299.33;239.47;179.6;119.73;71.84;23.95
3287;479;359.25;299.38;239.5;179.63;119.75;71.85;23.95
3288;479.08;359.31;299.42;239.54;179.65;119.77;71.86;23.95
3289;479.15;359.36;299.47;239.57;179.68;119.79;71.87;23.96
3290;479.22;359.42;299.51;239.61;179.71;119.81;71.88;23.96
3291;479.3;359.47;299.56;239.65;179.74;119.82;71.89;23.96
3292;479.37;359.53;299.61;239.68;179.76;119.84;71.91;23.97
3293;479.44;359.58;299.65;239.72;179.79;119.86;71.92;23.97
3294;479.51;359.64;299.7;239.76;179.82;119.88;71.93;23.98
3295;479.59;359.69;299.74;239.79;179.84;119.9;71.94;23.98
3296;479.66;359.74;299.79;239.83;179.87;119.91;71.95;23.98
3297;479.73;359.8;299.83;239.87;179.9;119.93;71.96;23.99
3298;479.8;359.85;299.88;239.9;179.93;119.95;71.97;23.99
3299;479.88;359.91;299.92;239.94;179.95;119.97;71.98;23.99
3300;479.95;359.96;299.97;239.98;179.98;119.99;71.99;24
3301;480.02;360.02;300.01;240.01;180.01;120.01;72;24
3302;480.1;360.07;300.06;240.05;180.04;120.02;72.01;24
3303;480.17;360.13;300.11;240.08;180.06;120.04;72.03;24.01
3304;480.24;360.18;300.15;240.12;180.09;120.06;72.04;24.01
3305;480.31;360.24;300.2;240.16;180.12;120.08;72.05;24.02
3306;480.39;360.29;300.24;240.19;180.14;120.1;72.06;24.02
3307;480.46;360.34;300.29;240.23;180.17;120.11;72.07;24.02
3308;480.53;360.4;300.33;240.27;180.2;120.13;72.08;24.03
3309;480.6;360.45;300.38;240.3;180.23;120.15;72.09;24.03
3310;480.68;360.51;300.42;240.34;180.25;120.17;72.1;24.03
3311;480.75;360.56;300.47;240.37;180.28;120.19;72.11;24.04
3312;480.82;360.62;300.51;240.41;180.31;120.21;72.12;24.04
3313;480.89;360.67;300.56;240.45;180.34;120.22;72.13;24.04
3314;480.97;360.73;300.6;240.48;180.36;120.24;72.15;24.05
3315;481.04;360.78;300.65;240.52;180.39;120.26;72.16;24.05
